Molcode   Qmax   Concentration   Correlations 
Dimethylammonium_REthylammonium  7.352  0.5  0.34978 -0.27527 -0.42829 -0.16581 0.13232 0.20445 0.07860 -0.06360 -0.09760 -0.03726 0.03057 0.04659 0.01766 -0.01469 -0.02224 -0.00837 0.00706 0.01062 0.00397 -0.00339
Dimethylammonium_REthylammonium  7.970  0.5  0.31751 -0.22540 -0.24757 -0.05914 0.05767 0.05515 0.01041 -0.01444 -0.01218 -0.00167 0.00355 0.00267 0.00022 -0.00086 -0.00058 -0.00001 0.00021 0.00012 -0.00001 -0.00005
Dimethylammonium_REthylammonium  7.008  0.5  0.15559 -0.06474 -0.03436 -0.00333 0.00252 0.00106 0.00005 -0.00009 -0.00003 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_REthylammonium  6.626  0.5  -0.00816 -0.14548 0.00306 0.01814 -0.00064 -0.00226 0.00011 0.00028 -0.00002 -0.00003 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_REthylammonium  6.409  0.5  0.03821 -0.08906 -0.01340 0.00938 0.00254 -0.00088 -0.00039 0.00007 0.00005 -0.00000 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_REthylammonium  7.259  0.5  -0.06376 -0.52758 0.08626 0.23063 -0.06427 -0.09794 0.03986 0.04023 -0.02250 -0.01586 0.01196 0.00592 -0.00608 -0.00203 0.00299 0.00060 -0.00142 -0.00012 0.00066 -0.00002
Dimethylammonium_REthylammonium  6.000  0.5  -0.23980 -0.38526 0.29446 0.04858 -0.16430 0.05297 0.05446 -0.05081 -0.00260 0.02566 -0.01067 -0.00739 0.00857 -0.00043 -0.00393 0.00203 0.00095 -0.00142 0.00020 0.00059
Dimethylammonium_REthylammonium  7.802  0.5  0.12893 -0.08264 -0.03680 0.00013 0.00437 0.00113 -0.00022 -0.00019 -0.00002 0.00002 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_REthylammonium  6.607  0.5  0.29855 -0.13177 -0.14498 -0.04269 0.01437 0.01838 0.00601 -0.00151 -0.00232 -0.00083 0.00015 0.00029 0.00011 -0.00001 -0.00004 -0.00002 0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_REthylammonium_R  7.008  0.5  -0.18549 -0.68754 0.28440 0.29142 -0.23069 -0.09387 0.14875 0.01019 -0.08236 0.01672 0.03958 -0.01961 -0.01591 0.01478 0.00454 -0.00913 0.00003 0.00488 -0.00133 -0.00225
Dimethylammonium_REthylammonium_R  6.529  0.5  -0.10399 -0.11656 0.03438 0.00779 -0.00564 0.00010 0.00067 -0.00014 -0.00006 0.00003 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_REthylammonium_R  6.964  0.5  -0.14803 -0.14022 0.04584 0.00708 -0.00680 0.00056 0.00068 -0.00020 -0.00004 0.00003 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_REthylammonium_R  6.326  0.5  0.15271 -0.29588 -0.09653 0.04642 0.03150 -0.00385 -0.00791 -0.00079 0.00162 0.00052 -0.00026 -0.00017 0.00002 0.00004 0.00000 -0.00001 -0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_REthylammonium_R  6.586  0.5  -0.08486 -0.62761 0.11399 0.27033 -0.08415 -0.11222 0.05160 0.04457 -0.02872 -0.01672 0.01501 0.00576 -0.00749 -0.00170 0.00359 0.00034 -0.00167 0.00005 0.00075 -0.00011
Dimethylammonium_REthylammonium_R  7.063  0.5  -0.13692 -0.19610 0.05623 0.01873 -0.01176 -0.00062 0.00185 -0.00025 -0.00023 0.00008 0.00002 -0.00002 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000
Dimethylammonium_REthylammonium_R  7.636  0.5  0.12305 -0.10527 -0.07018 -0.00186 0.01611 0.00667 -0.00129 -0.00210 -0.00050 0.00031 0.00024 0.00002 -0.00005 -0.00002 0.00000 0.00001 0.00000 -0.00000 -0.00000 -0.00000
Dimethylammonium_REthylammonium_R  6.011  0.5  0.00651 -0.09957 -0.00207 0.01053 0.00037 -0.00111 -0.00005 0.00012 0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_REthylammonium_R  6.877  0.5  0.12913 -0.37165 -0.13206 0.10282 0.07109 -0.02047 -0.03022 0.00037 0.01092 0.00239 -0.00337 -0.00163 0.00083 0.00078 -0.00012 -0.00031 -0.00003 0.00010 0.00003 -0.00003
Dimethylammonium_REthylammonium_R  6.554  0.5  -0.26464 -0.60956 0.44588 0.18091 -0.36426 0.05239 0.20602 -0.12730 -0.07185 0.11324 -0.00643 -0.06855 0.03541 0.02708 -0.03475 -0.00121 0.02249 -0.00952 -0.00984 0.01052
Dimethylammonium_REthylammonium_R  6.676  0.5  -0.30066 -0.76719 0.53161 0.26870 -0.46459 0.02756 0.29136 -0.14532 -0.12676 0.15030 0.01710 -0.10563 0.03499 0.05369 -0.04631 -0.01482 0.03672 -0.00637 -0.02120 0.01342
Dimethylammonium_REthylammonium_R  6.852  0.5  0.29542 -0.81234 -0.51443 0.30833 0.45050 -0.01428 -0.29158 -0.10831 0.14140 0.12563 -0.03914 -0.09547 -0.01360 0.05510 0.03080 -0.02256 -0.02862 0.00279 0.01928 0.00599
Dimethylammonium_REthylammonium_R  6.242  0.5  0.12643 -0.04650 -0.02509 -0.00283 0.00153 0.00070 0.00006 -0.00005 -0.00002 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_REthylammonium_R  7.214  0.5  0.22394 -0.23311 -0.12077 0.01166 0.02933 0.00673 -0.00412 -0.00272 0.00002 0.00059 0.00018 -0.00007 -0.00006 -0.00000 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RDichloroethane_syn  6.464  0.5  0.08407 -0.09539 -0.02789 0.00648 0.00460 0.00006 -0.00055 -0.00011 0.00005 0.00002 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_RDichloroethane_syn  7.725  0.5  -0.19425 -0.60972 0.27593 0.22536 -0.20447 -0.05331 0.11825 -0.00784 -0.05707 0.02063 0.02262 -0.01698 -0.00639 0.01039 0.00017 -0.00527 0.00146 0.00222 -0.00138 -0.00071
Dimethylammonium_RDichloroethane_syn  6.824  0.5  -0.26509 -0.40192 0.27053 0.04809 -0.12708 0.03322 0.03673 -0.02829 -0.00293 0.01243 -0.00395 -0.00330 0.00293 0.00011 -0.00120 0.00045 0.00029 -0.00030 0.00001 0.00012
Dimethylammonium_RDichloroethane_syn  7.079  0.5  0.09220 -0.04122 -0.01916 -0.00119 0.00145 0.00049 -0.00001 -0.00005 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RDichloroethane_syn  6.532  0.5  -0.03857 -0.10416 0.01915 0.01543 -0.00513 -0.00201 0.00112 0.00021 -0.00022 -0.00001 0.00004 -0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_RDichloroethane_syn  6.705  0.5  -0.06342 -0.11755 0.02286 0.01185 -0.00437 -0.00093 0.00067 0.00003 -0.00009 0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RDichloroethane_syn  6.380  0.5  -0.17481 -0.13252 0.06981 0.00028 -0.01160 0.00354 0.00082 -0.00084 0.00012 0.00010 -0.00005 -0.00000 0.00001 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_RDichloroethane_syn  7.531  0.5  0.15921 -0.35611 -0.12724 0.07186 0.05270 -0.00828 -0.01688 -0.00154 0.00444 0.00146 -0.00093 -0.00063 0.00012 0.00021 0.00001 -0.00006 -0.00002 0.00001 0.00001 -0.00000
Dimethylammonium_RDichloroethane_syn  6.009  0.5  0.17912 -0.12840 -0.07029 -0.00123 0.01117 0.00375 -0.00064 -0.00082 -0.00016 0.00009 0.00005 0.00000 -0.00001 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylammonium_RDichloroethane_syn  6.775  0.5  0.19157 -0.71836 -0.28366 0.29741 0.22281 -0.09602 -0.13960 0.01358 0.07548 0.01242 -0.03572 -0.01560 0.01441 0.01175 -0.00440 -0.00719 0.00042 0.00382 0.00077 -0.00177
Dimethylammonium_RDichloroethane_syn  6.516  0.5  0.09813 -0.22966 -0.07608 0.04656 0.03081 -0.00614 -0.00975 -0.00041 0.00258 0.00066 -0.00056 -0.00030 0.00009 0.00010 -0.00000 -0.00003 -0.00001 0.00001 0.00000 -0.00000
Dimethylammonium_RDichloroethane_syn  7.161  0.5  -0.16040 -0.34074 0.25306 0.08657 -0.19103 0.03652 0.09718 -0.06666 -0.02723 0.05237 -0.00792 -0.02760 0.01747 0.00841 -0.01431 0.00159 0.00781 -0.00455 -0.00256 0.00390
Dimethylammonium_RDichloroethane_syn  7.895  0.5  -0.06410 -0.54674 0.07494 0.20776 -0.04833 -0.07714 0.02600 0.02791 -0.01274 -0.00979 0.00589 0.00331 -0.00261 -0.00106 0.00112 0.00031 -0.00047 -0.00008 0.00019 0.00001
Dimethylammonium_RDichloroethane_syn  7.386  0.5  0.15333 -0.10980 -0.10037 -0.01677 0.02180 0.01583 0.00130 -0.00410 -0.00242 0.00003 0.00074 0.00036 -0.00005 -0.00013 -0.00005 0.00001 0.00002 0.00001 -0.00000 -0.00000
Dimethylammonium_RDichloroethane_syn_R  7.673  0.5  0.06079 -0.24041 -0.06751 0.07928 0.04037 -0.02280 -0.01960 0.00509 0.00842 -0.00039 -0.00328 -0.00046 0.00117 0.00039 -0.00037 -0.00022 0.00010 0.00010 -0.00002 -0.00004
Dimethylammonium_RDichloroethane_syn_R  6.069  0.5  0.20568 -0.47314 -0.21773 0.11654 0.11740 -0.00994 -0.04774 -0.01025 0.01521 0.00839 -0.00334 -0.00418 0.00004 0.00161 0.00046 -0.00048 -0.00032 0.00009 0.00015 0.00001
Dimethylammonium_RDichloroethane_syn_R  7.381  0.5  0.22466 -0.33761 -0.26750 0.03191 0.14175 0.05261 -0.04191 -0.04490 -0.00162 0.02046 0.01054 -0.00464 -0.00720 -0.00124 0.00281 0.00193 -0.00041 -0.00111 -0.00034 0.00036
Dimethylammonium_RDichloroethane_syn_R  6.731  0.5  0.05983 -0.34271 -0.07175 0.12924 0.04703 -0.04597 -0.02547 0.01514 0.01244 -0.00443 -0.00566 0.00101 0.00244 -0.00007 -0.00100 -0.00011 0.00039 0.00010 -0.00015 -0.00006
Dimethylammonium_RDichloroethane_syn_R  6.406  0.5  0.17877 -0.25224 -0.14990 0.02701 0.05840 0.01255 -0.01433 -0.00929 0.00125 0.00347 0.00086 -0.00081 -0.00057 0.00005 0.00020 0.00006 -0.00005 -0.00004 0.00000 0.00001
Dimethylammonium_RDichloroethane_syn_R  7.698  0.5  0.14712 -0.20341 -0.15319 0.01515 0.07050 0.02562 -0.01769 -0.01865 -0.00109 0.00725 0.00374 -0.00132 -0.00215 -0.00042 0.00070 0.00049 -0.00007 -0.00024 -0.00008 0.00006
Dimethylammonium_RDichloroethane_syn_R  7.342  0.5  0.11224 -0.12215 -0.02892 0.00705 0.00377 -0.00009 -0.00037 -0.00005 0.00003 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000
Dimethylammonium_RDichloroethane_syn_R  6.693  0.5  -0.12224 -0.15053 0.04946 0.01220 -0.00991 0.00023 0.00143 -0.00033 -0.00014 0.00008 0.00001 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RDichloroethane_syn_R  7.314  0.5  0.11228 -0.07939 -0.02902 0.00172 0.00335 0.00056 -0.00022 -0.00011 -0.00000 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RDichloroethane_syn_R  7.775  0.5  0.09466 -0.16744 -0.04019 0.01880 0.00893 -0.00142 -0.00156 -0.00003 0.00023 0.00004 -0.00003 -0.00001 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_RDichloroethane_syn_R  6.750  0.5  -0.28305 -0.31806 0.31741 -0.02743 -0.13732 0.09137 0.01415 -0.05208 0.02283 0.01210 -0.01788 0.00435 0.00614 -0.00559 0.00022 0.00257 -0.00157 -0.00034 0.00095 -0.00038
Dimethylammonium_RDichloroethane_syn_R  7.957  0.5  0.30165 -0.37563 -0.32428 0.00242 0.14520 0.07251 -0.02772 -0.04624 -0.01113 0.01489 0.01248 -0.00028 -0.00569 -0.00276 0.00113 0.00179 0.00041 -0.00059 -0.00048 0.00002
Dimethylammonium_RDichloroethane_syn_R  6.623  0.5  -0.11531 -0.16070 0.06761 0.01730 -0.01935 0.00132 0.00388 -0.00131 -0.00050 0.00042 -0.00000 -0.00009 0.00002 0.00001 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RDichloroethane_syn_R  7.469  0.5  -0.25114 -0.36091 0.23157 0.03863 -0.09818 0.02464 0.02554 -0.01885 -0.00177 0.00745 -0.00229 -0.00178 0.00152 0.00004 -0.00056 0.00020 0.00012 -0.00012 0.00000 0.00004
Dimethylammonium_RDimethylsulfoxide  7.819  0.5  0.17959 -0.15278 -0.15059 -0.02396 0.04385 0.03281 0.00123 -0.01172 -0.00682 0.00073 0.00297 0.00133 -0.00040 -0.00072 -0.00024 0.00014 0.00017 0.00004 -0.00004 -0.00004
Dimethylammonium_RDimethylsulfoxide  6.346  0.5  -0.13517 -0.42546 0.12214 0.11022 -0.05890 -0.02344 0.02283 0.00305 -0.00772 0.00049 0.00232 -0.00059 -0.00062 0.00030 0.00014 -0.00012 -0.00002 0.00004 -0.00000 -0.00001
Dimethylammonium_RDimethylsulfoxide  6.194  0.5  0.02928 -0.24933 -0.03234 0.08964 0.01972 -0.03153 -0.01003 0.01082 0.00465 -0.00361 -0.00203 0.00116 0.00085 -0.00036 -0.00035 0.00010 0.00014 -0.00003 -0.00005 0.00001
Dimethylammonium_RDimethylsulfoxide  7.348  0.5  0.15291 -0.10114 -0.04933 -0.00043 0.00651 0.00191 -0.00033 -0.00035 -0.00006 0.00003 0.00002 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide  6.214  0.5  -0.28651 -0.25665 0.20045 -0.01259 -0.05444 0.02808 0.00378 -0.01010 0.00338 0.00152 -0.00169 0.00030 0.00037 -0.00026 0.00000 0.00008 -0.00003 -0.00001 0.00001 -0.00000
Dimethylammonium_RDimethylsulfoxide  7.065  0.5  -0.10512 -0.23604 0.05261 0.03339 -0.01401 -0.00377 0.00298 0.00022 -0.00055 0.00004 0.00009 -0.00002 -0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide  7.929  0.5  0.04049 -0.64270 -0.05475 0.28730 0.04104 -0.12749 -0.02578 0.05614 0.01483 -0.02453 -0.00809 0.01062 0.00426 -0.00456 -0.00218 0.00194 0.00110 -0.00081 -0.00054 0.00034
Dimethylammonium_RDimethylsulfoxide  7.017  0.5  0.16646 -0.21567 -0.10018 0.02036 0.02874 0.00364 -0.00551 -0.00242 0.00056 0.00071 0.00008 -0.00014 -0.00006 0.00002 0.00002 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_RDimethylsulfoxide  6.641  0.5  0.07518 -0.16202 -0.04828 0.02738 0.01622 -0.00307 -0.00426 -0.00013 0.00094 0.00021 -0.00017 -0.00008 0.00002 0.00002 -0.00000 -0.00001 -0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide  7.837  0.5  -0.12770 -0.51318 0.13460 0.16219 -0.07659 -0.04539 0.03549 0.01028 -0.01459 -0.00120 0.00548 -0.00051 -0.00189 0.00051 0.00060 -0.00029 -0.00017 0.00013 0.00004 -0.00005
Dimethylammonium_RDimethylsulfoxide  7.261  0.5  0.13450 -0.08965 -0.04327 -0.00021 0.00573 0.00164 -0.00030 -0.00031 -0.00005 0.00003 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide  7.860  0.5  -0.03050 -0.24947 0.02195 0.05883 -0.00873 -0.01367 0.00290 0.00312 -0.00088 -0.00070 0.00025 0.00015 -0.00007 -0.00003 0.00002 0.00001 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_RDimethylsulfoxide  6.136  0.5  0.27177 -0.30508 -0.19969 0.01219 0.06385 0.02136 -0.01054 -0.01044 -0.00096 0.00271 0.00135 -0.00028 -0.00051 -0.00012 0.00010 0.00008 -0.00000 -0.00002 -0.00001 0.00000
Dimethylammonium_RDimethylsulfoxide  7.899  0.5  0.16854 -0.27441 -0.11853 0.03881 0.04131 0.00121 -0.01038 -0.00314 0.00183 0.00132 -0.00012 -0.00037 -0.00007 0.00008 0.00004 -0.00001 -0.00001 -0.00000 0.00000 0.00000
Dimethylammonium_RDimethylsulfoxide_R  7.977  0.5  0.07986 -0.42971 -0.08395 0.14212 0.04825 -0.04436 -0.02291 0.01283 0.00981 -0.00330 -0.00392 0.00067 0.00148 -0.00005 -0.00053 -0.00005 0.00018 0.00004 -0.00006 -0.00002
Dimethylammonium_RDimethylsulfoxide_R  7.670  0.5  0.02217 -0.09462 -0.00875 0.01203 0.00190 -0.00148 -0.00034 0.00018 0.00006 -0.00002 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  6.125  0.5  -0.08644 -0.28582 0.07136 0.06952 -0.03166 -0.01457 0.01138 0.00228 -0.00361 -0.00006 0.00103 -0.00015 -0.00027 0.00009 0.00006 -0.00004 -0.00001 0.00001 0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  7.873  0.5  -0.12988 -0.07214 0.02851 -0.00003 -0.00259 0.00060 0.00010 -0.00008 0.00001 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  6.280  0.5  0.19437 -0.10711 -0.08491 -0.01383 0.01156 0.00770 0.00088 -0.00121 -0.00069 -0.00004 0.00012 0.00006 0.00000 -0.00001 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  7.184  0.5  0.05799 -0.17359 -0.02410 0.02232 0.00545 -0.00265 -0.00101 0.00028 0.00017 -0.00002 -0.00003 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  7.570  0.5  -0.12374 -0.16206 0.06108 0.01522 -0.01480 0.00072 0.00254 -0.00073 -0.00029 0.00020 0.00001 -0.00004 0.00001 0.00001 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RDimethylsulfoxide_R  7.454  0.5  0.21300 -0.17415 -0.19517 -0.04304 0.05721 0.05266 0.00726 -0.01805 -0.01392 -0.00068 0.00552 0.00360 -0.00019 -0.00164 -0.00091 0.00015 0.00048 0.00022 -0.00007 -0.00014
Dimethylammonium_RDimethylsulfoxide_R  7.208  0.5  0.15781 -0.05901 -0.05124 -0.01170 0.00365 0.00349 0.00086 -0.00022 -0.00024 -0.00006 0.00001 0.00002 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  6.018  0.5  0.42293 -0.21804 -0.29452 -0.10763 0.03965 0.06485 0.02677 -0.00677 -0.01416 -0.00654 0.00104 0.00306 0.00157 -0.00012 -0.00066 -0.00037 0.00000 0.00014 0.00009 0.00000
Dimethylammonium_RDimethylsulfoxide_R  6.531  0.5  0.09831 -0.18727 -0.03797 0.02018 0.00778 -0.00169 -0.00127 0.00006 0.00018 0.00002 -0.00002 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  6.985  0.5  0.06533 -0.30655 -0.05173 0.07640 0.02239 -0.01798 -0.00801 0.00393 0.00259 -0.00076 -0.00078 0.00012 0.00022 -0.00001 -0.00006 -0.00000 0.00002 0.00000 -0.00000 -0.00000
Dimethylammonium_RDimethylsulfoxide_R  6.367  0.5  0.01217 -0.13933 -0.00519 0.01973 0.00123 -0.00278 -0.00024 0.00039 0.00004 -0.00005 -0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RDimethylsulfoxide_R  7.953  0.5  0.03805 -0.09587 -0.01262 0.00975 0.00227 -0.00091 -0.00034 0.00007 0.00004 -0.00000 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RTriflate  6.935  0.5  0.09974 -0.08079 -0.03949 0.00145 0.00675 0.00173 -0.00058 -0.00045 -0.00004 0.00006 0.00002 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RTriflate  7.556  0.5  0.01472 -0.09405 -0.00413 0.00870 0.00064 -0.00080 -0.00008 0.00007 0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RTriflate  7.875  0.5  -0.11901 -0.19180 0.06027 0.02284 -0.01558 -0.00103 0.00305 -0.00042 -0.00047 0.00017 0.00005 -0.00004 -0.00000 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000
Dimethylammonium_RTriflate  7.435  0.5  0.17749 -0.10853 -0.11406 -0.02787 0.02048 0.01977 0.00431 -0.00383 -0.00342 -0.00065 0.00071 0.00059 0.00010 -0.00013 -0.00010 -0.00001 0.00002 0.00002 0.00000 -0.00000
Dimethylammonium_RTriflate  6.919  0.5  0.21525 -0.09722 -0.07191 -0.01202 0.00693 0.00459 0.00065 -0.00049 -0.00029 -0.00003 0.00003 0.00002 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_RTriflate  7.267  0.5  -0.08349 -0.15082 0.03481 0.01688 -0.00763 -0.00133 0.00132 -0.00000 -0.00019 0.00003 0.00002 -0.00001 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RTriflate  6.872  0.5  0.24698 -0.25156 -0.19745 -0.00549 0.06377 0.03088 -0.00734 -0.01371 -0.00378 0.00288 0.00258 0.00021 -0.00077 -0.00042 0.00007 0.00017 0.00006 -0.00003 -0.00003 -0.00000
Dimethylammonium_RTriflate  7.318  0.5  0.21224 -0.10600 -0.05474 -0.00375 0.00515 0.00191 -0.00003 -0.00023 -0.00006 0.00001 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RTriflate  6.393  0.5  0.03106 -0.12683 -0.00860 0.01141 0.00131 -0.00100 -0.00017 0.00009 0.00002 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RTriflate  7.193  0.5  -0.23564 -0.25681 0.21512 -0.00620 -0.07939 0.04097 0.01050 -0.02080 0.00609 0.00501 -0.00477 0.00040 0.00163 -0.00095 -0.00017 0.00044 -0.00015 -0.00010 0.00010 -0.00001
Dimethylammonium_RTriflate  6.735  0.5  0.11807 -0.43899 -0.15918 0.16780 0.11423 -0.05150 -0.06566 0.00857 0.03276 0.00375 -0.01445 -0.00517 0.00554 0.00373 -0.00171 -0.00215 0.00029 0.00108 0.00012 -0.00048
Dimethylammonium_RTriflate  7.270  0.5  0.02526 -0.30791 -0.03262 0.13076 0.02331 -0.05486 -0.01394 0.02272 0.00763 -0.00928 -0.00395 0.00373 0.00197 -0.00147 -0.00096 0.00057 0.00045 -0.00021 -0.00021 0.00008
Dimethylammonium_RTriflate  7.908  0.5  0.28083 -0.16276 -0.11426 -0.01376 0.01582 0.00861 0.00038 -0.00144 -0.00062 0.00003 0.00013 0.00004 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RTriflate  7.773  0.5  0.04846 -0.06451 -0.01486 0.00487 0.00235 -0.00019 -0.00028 -0.00002 0.00003 0.00001 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylammonium_RTriflate_R  6.813  0.5  0.14400 -0.16295 -0.06192 0.01174 0.01281 0.00113 -0.00181 -0.00061 0.00015 0.00013 0.00001 -0.00002 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_RTriflate_R  6.138  0.5  -0.00378 -0.06716 0.00116 0.00685 -0.00020 -0.00070 0.00003 0.00007 -0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_RTriflate_R  7.333  0.5  0.02758 -0.08896 -0.00788 0.00811 0.00124 -0.00071 -0.00016 0.00006 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylammonium_RTriflate_R  6.034  0.5  -0.11467 -0.09516 0.02926 0.00367 -0.00354 0.00032 0.00028 -0.00008 -0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylammonium_RTriflate_R  7.443  0.5  -0.01659 -0.09161 0.00658 0.01186 -0.00144 -0.00151 0.00026 0.00019 -0.00004 -0.00002 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylammonium_RTriflate_R  7.051  0.5  0.31195 -0.26738 -0.33787 -0.08952 0.11247 0.12086 0.02344 -0.04597 -0.04269 -0.00509 0.01837 0.01488 0.00058 -0.00720 -0.00511 0.00026 0.00278 0.00173 -0.00026 -0.00106
Dimethylammonium_RTriflate_R  7.697  0.5  -0.14451 -0.09005 0.05222 -0.00308 -0.00716 0.00284 0.00019 -0.00051 0.00014 0.00003 -0.00003 0.00001 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
Dimethylammonium_RTriflate_R  7.047  0.5  0.05377 -0.40594 -0.07951 0.19206 0.06458 -0.08737 -0.04354 0.03791 0.02663 -0.01544 -0.01528 0.00571 0.00836 -0.00176 -0.00440 0.00031 0.00223 0.00014 -0.00110 -0.00021
